"l_office_no","l_office_name","gu_name","r_holder_no","x_value","y_value"
400,상암한화오벨리스크 1차 앞,마포구,15,37.5875,126.883
146,마포역 2번출구 뒤,마포구,12,37.5399,126.946
409,누리꿈스퀘어 옆,마포구,25,37.5794,126.889
1687,서울월드컵경기장 테스트,마포구,10,37.5687,126.896
143,공덕역 2번출구,마포구,9,37.5446,126.95
427,성산시영아파트,마포구,10,37.5696,126.904
420,서울시 공공자전거 상암센터,마포구,40,37.5662,126.896
185,마포 신수공원 앞,마포구,15,37.5425,126.934
410,상암중학교 옆,마포구,10,37.5775,126.888
406,상암월드컵파크 7단지 앞,마포구,15,37.5813,126.881
182,망원2빗물펌프장 앞,마포구,10,37.5516,126.903
408,LG CNS앞,마포구,20,37.5808,126.887
120,신수동 사거리,마포구,5,37.5452,126.934
118,광흥창역 2번출구 앞,마포구,10,37.5477,126.932
157,애오개역 4번출구 앞,마포구,12,37.553,126.957
139,연세대 정문 건너편,서대문구,13,37.5598,126.934
131,증산2교,서대문구,23,37.5842,126.911
137,NH농협 신촌지점 앞,서대문구,10,37.5568,126.943
115,사루비아 빌딩 앞,서대문구,15,37.5589,126.927
198,충정2교,서대문구,15,37.5621,126.964
180,충정로역 7번출구 아래,서대문구,10,37.56,126.962
194,증산교 앞,서대문구,10,37.5773,126.903
173,서대문역 8번출구 앞,서대문구,8,37.5648,126.966
116,일진아이윌아파트 옆,서대문구,5,37.5645,126.927
192,연서어린이공원,서대문구,10,37.5722,126.923
171,임광빌딩 앞,서대문구,10,37.5647,126.967
3102,연희삼거리,서대문구,10,37.568,126.932
174,명지대학교 학생회관,서대문구,10,37.5806,126.923
177,북가좌 초등학교,서대문구,8,37.5777,126.91
167,연가초등학교 옆,서대문구,15,37.5795,126.917
3107,연희초등학교 앞,서대문구,7,37.5697,126.933
164,북가좌1동 주민센터,서대문구,10,37.5745,126.91
3100,북성초교,서대문구,8,37.5574,126.952
132,창천문화공원,서대문구,15,37.5568,126.936
162,봉원고가차도 밑,서대문구,15,37.5653,126.946
3103,홍제삼거리 북측,서대문구,8,37.5867,126.947
159,이대역 4번 출구,서대문구,7,37.557,126.946
135,명물길 원형무대 앞,서대문구,10,37.5591,126.939
138,신촌동 제1공영주차장 앞,서대문구,10,37.5592,126.935
196,연희교차로 인근,서대문구,10,37.5661,126.926
179,가좌역 4번출구 앞,서대문구,15,37.5691,126.915
133,해담는다리,서대문구,15,37.582,126.909
140,이화여대 후문,서대문구,20,37.56,126.941
191,정명학원,서대문구,10,37.5789,126.911
170,가재울 뉴타운 주유소 옆,서대문구,10,37.5731,126.922
166,가재울 초등학교,서대문구,20,37.5733,126.92
163,명지전문대학교 정문 앞,서대문구,7,37.5837,126.925
3105,홍은센트레빌 아파트 앞,서대문구,12,37.5971,126.939
161,무악재역1번 출구,서대문구,8,37.5822,126.951
158,독립문 어린이 공원,서대문구,15,37.5713,126.96
128,신촌역(2호선) 1번출구 옆,서대문구,20,37.5555,126.936
134,연세로 명물길,서대문구,8,37.5579,126.938
141,연대 대운동장 옆,서대문구,20,37.5624,126.933
195,모래내고가차도,서대문구,10,37.5677,126.918
175,홍연2교옆,서대문구,20,37.5781,126.931
110,사천교,서대문구,20,37.5682,126.918
178,증산3교 앞,서대문구,10,37.5799,126.906
172,서대문소방서,서대문구,8,37.5733,126.936
176,명지대학교 도서관,서대문구,10,37.5811,126.924
188,홍은동 정원여중 입구,서대문구,10,37.5864,126.935
169,북가좌 삼거리,서대문구,15,37.573,126.908
165,중앙근린공원,서대문구,20,37.5751,126.914
3101,서대문구청,서대문구,15,37.5784,126.936
123,문화촌 공원,서대문구,20,37.5943,126.947
3104,e편한세상 신촌4단지 앞,서대문구,13,37.5581,126.956
160,북아현동 가구거리,서대문구,20,37.5575,126.959
2243,울가정법원,서초구,15,37.4815,127.037
2284,CJ오쇼핑앞,서초구,10,37.4681,126.987
2506,LG유플러스 (방배사옥),서초구,10,37.4791,126.991
2239,대역 6번출구,서초구,10,37.4942,127.014
2282,방배래미안아트힐 101동앞,서초구,15,37.4772,127.006
2503,반포1동 서초빌딩 앞,서초구,10,37.5038,127.021
2509,KT반포지사,서초구,16,37.4984,126.992
2215,반포종합운동장 입구,서초구,10,37.5017,126.995
2279,교대역 5번출구뒤,서초구,10,37.4936,127.014
2277,길마중4교 하부,서초구,10,37.5149,127.015
2298,래미안서초스위트앞,서초구,12,37.5024,127.022
2233,서초신동아1차아파트 옆,서초구,20,37.4911,127.023
2203,청계산입구역 2번출구,서초구,20,37.4477,127.055
2274,양재시민의숲역 3번출구,서초구,10,37.4697,127.04
2252,하이브랜드 앞,서초구,25,37.4633,127.036
2271,내방역 8번출구 앞,서초구,8,37.4879,126.994
2227,배열린문화센터 앞,서초구,15,37.4891,126.993
2293,SPC 앞,서초구,10,37.4848,127.037
2268,서초4동주민센터,서초구,10,37.5023,127.022
2223,방배래미안 정문 앞,서초구,20,37.4726,126.983
2259,잠원역 3번-4번 출구사이,서초구,15,37.513,127.011
2250,서초유치원 맞은편,서초구,10,37.4558,127.016
2220,반포본동 주민센터 앞,서초구,10,37.5006,126.986
2263,바우뫼문화복지회관,서초구,20,37.4719,127.027
2214,신반포역 2번출구 앞,서초구,15,37.5041,126.997
2258,룡사 삼거리,서초구,20,37.4715,127.051
2210,반포1동 주민센터 앞,서초구,15,37.5051,127.013
2255,민의숲역 1번출구 옆,서초구,25,37.4704,127.039
2202,계산입구역 1번출구,서초구,20,37.4489,127.054
2289,남태령역 2번출구,서초구,10,37.4643,126.989
2264,이수역 1번출구,서초구,9,37.4886,126.983
2286,탑성마을입구,서초구,10,37.4585,127.056
2242,재역 11번 출구 앞,서초구,20,37.484,127.034
2505,우성아파트사거리 (기업은행앞),서초구,12,37.4933,127.03
2237,울남부터미널 대합실 입구,서초구,20,37.4846,127.015
2281,연세사랑병원신관앞,서초구,7,37.476,126.986
2502,서초역1번출구 앞,서초구,9,37.492,127.009
2508,양재이스타빌 앞,서초구,10,37.483,127.042
2211,서초구립반포도서관 앞,서초구,10,37.5026,127.012
2276,영동1교 (양재천근린공원),서초구,15,37.4744,127.039
2297,남부터미널역 1번출구,서초구,10,37.4857,127.016
2231,삼성타운(삼성생명) A동 맞은편,서초구,15,37.4969,127.025
2273,일동제약 사거리,서초구,10,37.4778,127.038
2229,고스교회 맞은 편,서초구,10,37.487,126.985
2270,서초포레스타 7단지,서초구,10,37.449,127.058
2226,신동아럭스빌아파트 앞,서초구,15,37.4752,127.001
2222,당역 12번출구 뒤,서초구,10,37.4781,126.982
2249,우솔초등학교 맞은편,서초구,10,37.4562,127.019
2219,"고속터미널역 8-1번, 8-2번 출구 사이",서초구,20,37.5062,127.004
2213,고속터미널역 5번출구 앞,서초구,20,37.5022,127.002
2257,하나로클럽 양재점 맞은편,서초구,10,37.4627,127.046
2206,언남초등학교 앞,서초구,20,37.4544,127.062
2247,들근린공원,서초구,25,37.4626,127.027
2201,본마을 정류소 앞,서초구,20,37.4533,127.051
2288,안골마을입구,서초구,10,37.4556,127.064
2244,육개발원입구 교차로,서초구,20,37.4779,127.039
2285,LH서초3단지 301동 맞은편,서초구,15,37.4574,127.023
2241,재전화국 사거리,서초구,10,37.4854,127.042
2283,그룹한빌딩옆,서초구,10,37.4865,126.989
2504,신사역 4번출구 뒤,서초구,10,37.5159,127.019
2248,서초리슈빌S 글로벌 앞,서초구,10,37.46,127.025
2280,서울서초고용센터앞,서초구,10,37.4842,127.011
2501,서초 포레스타5단지,서초구,10,37.4507,127.057
2299,한전아트센터 앞,서초구,12,37.4865,127.028
2235,T 서초지사 앞,서초구,15,37.4822,127.003
2207,내곡파출소 뒤 정자,서초구,9,37.4544,127.065
2275,염곡치안센터 건너편,서초구,10,37.4616,127.049
2230,수역 4번 출구,서초구,20,37.4858,126.983
2272,교대입구 교차로,서초구,10,37.4873,127.011
2246,서울시 품질시험소 앞,서초구,15,37.4692,127.029
2228,벌공원 옆,서초구,20,37.4896,126.987
2294,두상빌딩 앞,서초구,15,37.4759,127.046
2269,주홍교 하부,서초구,10,37.5103,127.016
2225,석예술대학교 제3캠퍼스 앞,서초구,15,37.4738,126.995
2251,더케이호텔 입구(양재2),서초구,10,37.4675,127.034
2292,무지개아파트 앞,서초구,15,37.4882,127.027
2265,이수고가차도 남단,서초구,25,37.4941,126.983
2266,서초역 3번출구,서초구,15,37.4905,127.008
2221,나은행 방배동지점 앞,서초구,15,37.4856,126.995
2217,크로리버뷰 부지 앞,서초구,20,37.513,127.006
2262,한신16차아파트 119동 앞,서초구,20,37.5166,127.01
2212,초현대4차아파트 201동 맞은편,서초구,20,37.501,127.018
2256,재동 꽃시장 입구,서초구,10,37.4677,127.04
2205,내곡3단지 어린이공원 앞,서초구,15,37.4538,127.059
2290,서래마을파리15구공원앞,서초구,10,37.4994,126.999
2245,재초등학교 맞은편,서초구,20,37.4736,127.031
2287,능안마을입구,서초구,10,37.4556,127.067
563,성동세무서 건너편,성동구,10,37.5479,127.063
525,한양대병원사거리,성동구,20,37.5581,127.04
560,비전교회 앞,성동구,8,37.5512,127.069
523,옥수동성당 옆,성동구,11,37.5437,127.014
558,성동광진 교육지원청 앞,성동구,20,37.5646,127.037
509,이마트 버스정류소 옆,성동구,20,37.5397,127.053
520,상왕십리역 4번 출구 앞,성동구,10,37.5639,127.03
506,금호 어울림 아파트 앞,성동구,7,37.5491,127.058
3513,상왕십리역 1번출구,성동구,10,37.5646,127.029
3531,논골사거리(금호도서관 입구),성동구,15,37.5548,127.025
585,성수2가1동 공영주차장 인근,성동구,9,37.5368,127.055
587,KEB하나은행 성수중앙지점,성동구,10,37.5454,127.053
582,경일중학교 앞,성동구,10,37.5432,127.049
550,서울시설공단 앞,성동구,15,37.5716,127.036
579,마장역 4번출구,성동구,8,37.5652,127.042
537,한양대후문역 부근,성동구,10,37.5604,127.041
589,성수역3번출구,성동구,8,37.5442,127.057
534,금호사거리,성동구,20,37.5486,127.026
565,옥수역 3번출구,성동구,20,37.5414,127.018
510,서울숲 남문 버스정류소 옆,성동구,10,37.5412,127.044
529,장한평역 8번 출구 앞,성동구,15,37.5614,127.064
562,군자지하보도 앞,성동구,10,37.5592,127.073
524,래미안금호하이리버 아파트 102동 옆,성동구,10,37.5522,127.025
559,왕십리역 4번 출구 건너편,성동구,10,37.5611,127.037
522,금호역 1번출구 앞,성동구,9,37.5486,127.016
3519,용답역 1번 출구,성동구,10,37.5626,127.051
557,도선동 주민센터 앞,성동구,10,37.5676,127.026
519,양지사거리,성동구,20,37.567,127.03
3515,서울숲 관리사무소,성동구,20,37.5428,127.042
3511,응봉역 1번출구,성동구,10,37.5513,127.035
3530,왕십리자이아파트 후문(삼거리),성동구,15,37.5601,127.026
581,용답초등학교,성동구,13,37.561,127.054
538,답십리역 8번출구 앞,성동구,15,37.5676,127.051
578,성동세무서 부근,성동구,8,37.5483,127.062
536,행당역 2번출구 앞,성동구,8,37.5574,127.029
507,성수아이에스비즈타워 앞,성동구,7,37.5482,127.057
568,청계8가사거리 부근,성동구,10,37.5711,127.024
533,우리은행 금호동 지점 앞,성동구,7,37.5481,127.021
564,금호역 3번출구,성동구,15,37.5479,127.016
526,용답토속공원 앞,성동구,10,37.5635,127.057
3538,서울숲 IT캐슬,성동구,14,37.5509,127.045
561,서울숲역 2번출구 앞,성동구,10,37.5428,127.045
521,왕십리역 11번 출구 앞,성동구,14,37.5614,127.035
556,달맞이공원,성동구,20,37.5421,127.02
518,청계천 박물관 앞,성동구,20,37.5715,127.035
3514,왕십리교회옆,성동구,10,37.5663,127.024
3532,왕십리KCC스위첸아파트,성동구,15,37.5607,127.027
512,뚝섬역 1번 출구 옆,성동구,15,37.5486,127.045
508,성수아카데미타워 앞,성동구,10,37.5452,127.058
586,마장동 주민센터,성동구,10,37.5659,127.045
514,성수사거리 버스정류장 앞,성동구,7,37.5426,127.063
583,청계천 생태교실 앞,성동구,20,37.568,127.047
580,신금호역 3번출구 뒤,성동구,6,37.5545,127.02
511,서울숲역 4번 출구 옆,성동구,16,37.5446,127.045
3527,왕십리 자이아파트,성동구,8,37.5618,127.024
569,응봉현대아파트 정류소,성동구,10,37.5496,127.03
535,응봉삼거리,성동구,16,37.554,127.034
513,뚝섬역 5번 출구 정류소 옆,성동구,13,37.5463,127.05
3525,금호스포츠센터앞,성동구,15,37.5461,127.025
567,성수역 2번출구 앞,성동구,15,37.5446,127.057
530,청계벽산아파트 앞,성동구,9,37.5687,127.03
594,중랑물재생센터(서울새활용플라자),성동구,15,37.5584,127.057
1344,아리랑시네센터 앞,성북구,10,37.6003,127.014
1325,상월곡역 4번출구,성북구,10,37.6058,127.048
1340,광운초등학교 앞,성북구,8,37.6196,127.054
1302,한성대입구역6번출구 뒤,성북구,5,37.5888,127.006
1337,돈암성당 옆,성북구,10,37.5904,127.017
1318,길음역 3번출구 뒤,성북구,10,37.6031,127.025
1315,고려사대부속중고 정문,성북구,10,37.6078,127.003
1306,한성대입구역2번출구,성북구,10,37.5884,127.007
1368,성신여대입구 교차로,성북구,10,37.5915,127.02
1353,금호어울림센터힐 내,성북구,8,37.6008,127.024
1366,일신초등학교 옆,성북구,10,37.5997,127.04
1360,정릉역,성북구,10,37.6031,127.014
1373,성북구보건소 건너편,성북구,8,37.6023,127.039
1349,월계2교 버스정류장 앞,성북구,10,37.6238,127.05
1363,보문4교 인근,성북구,15,37.5838,127.022
1357,북한산보국문역,성북구,20,37.6121,127.008
1369,미아사거리,성북구,15,37.6091,127.03
1346,길음8골어린이공원 옆,성북구,15,37.609,127.02
1343,한성대7번출구 앞,성북구,10,37.5892,127.007
1308,안암로터리 버스정류장 앞,성북구,18,37.5826,127.029
1339,삼성전자서비스 성북센터,성북구,9,37.6106,127.034
1336,성북3교 위,성북구,20,37.5913,127.014
1322,래미안라센트아파트 103동 앞,성북구,10,37.5981,127.039
1316,고려사대부속중고 건너편,성북구,20,37.6073,127.003
1321,국민은행 종암동지점 앞,성북구,15,37.5933,127.037
1313,정릉교회 앞,성북구,10,37.6032,127.014
1305,성북구청,성북구,15,37.5893,127.016
1352,e 편한세상 보문아파트 내,성북구,8,37.5839,127.017
1333,석관초등학교 앞,성북구,15,37.6105,127.06
1365,선잠단지 앞,성북구,15,37.5934,126.999
1359,장위뉴타운 꿈에 숲 코오롱 하늘채 앞,성북구,20,37.6198,127.045
1354,고려대학교 2번출구,성북구,10,37.5907,127.036
1372,KEB은행 고대점,성북구,15,37.5866,127.032
1355,보문2교,성북구,20,37.5887,127.019
1348,성북제일새마을금고 본점 앞,성북구,12,37.6048,127.023
1362,보문역6번출구 앞,성북구,10,37.5851,127.02
1326,상월곡역 1번출구,성북구,10,37.6061,127.047
1342,성북쉼터 앞,성북구,15,37.5926,126.998
1303,돈암초교 입구,성북구,10,37.5917,127.012
1304,만해공원,성북구,15,37.5944,126.992
1338,용문2교 옆,성북구,15,37.5869,127.021
1323,월곡역 입구 육교 밑,성북구,10,37.6004,127.04
1319,종암사거리 분수대,성북구,10,37.603,127.033
1320,LG베스트샵 종암점,성북구,10,37.5993,127.035
1314,정릉꿈에그린1단지 201동 앞,성북구,8,37.6024,127.012
1328,월곡역 3번출구,성북구,10,37.6026,127.042
1317,정릉동 교통광장,성북구,10,37.6128,127.007
1361,홍익중고 입구,성북구,13,37.5928,127.002
1334,석관동주민센터 앞,성북구,10,37.613,127.061
1367,길음문화복합미디어센터,성북구,15,37.6035,127.023
1351,안암2교 옆,성북구,8,37.5794,127.024
1332,석계역 5번출구 건너편,성북구,10,37.6136,127.066
1364,성북동 치안센터 앞,성북구,10,37.5902,127.004
1358,정릉도서관 앞,성북구,7,37.6048,127.011
1370,복자사랑 피정의 집,성북구,20,37.5945,126.995
1347,길음래미안아파트817동 상가 앞,성북구,20,37.6071,127.021
1327,상월곡역 3번출구,성북구,10,37.6073,127.051
1280,송파파크데일 2단지입구 앞 주차장,송파구,20,37.4957,127.157
1221,삼전사거리 포스코더샵,송파구,10,37.5042,127.088
1203,밀리아나2빌딩 앞,송파구,20,37.4937,127.121
1206,"9호선종합운동장역 9번출구",송파구,20,37.5113,127.078
2607,복정역 2번출구 후문 (장지치안센터),송파구,15,37.4706,127.127
2603,송파 글마루 도서관,송파구,10,37.4808,127.13
1204,거여역 3번출구,송파구,10,37.4933,127.145
1230,송파중학교 정문,송파구,10,37.4957,127.131
1277,오금동 송파 참병원,송파구,8,37.5038,127.137
1300,오륜사거리,송파구,15,37.5069,127.139
1226,잠실4동 주민센터 옆,송파구,10,37.5201,127.112
1296,석촌호수교차로 (송파나루근린공원 앞),송파구,10,37.5087,127.103
1291,서울체육고등학교 앞,송파구,10,37.5219,127.132
1269,리센츠아파트,송파구,10,37.5119,127.091
1266,문정동 글샘 공원,송파구,10,37.4788,127.12
1232,롯데마트 주차장 옆,송파구,10,37.5121,127.096
1263,장지공영차고지,송파구,10,37.4805,127.137
1247,문정 법조단지11,송파구,15,37.4788,127.124
1212,송파역 2번 출구앞,송파구,10,37.4994,127.113
2608,송파구청,송파구,10,37.5144,127.106
1260,방이동 한양3차아파트 옆,송파구,8,37.5063,127.121
1224,아시아지하보도 2번 출구,송파구,15,37.5122,127.079
1287,위례아이파크 101동 맞은편,송파구,8,37.4775,127.142
1257,가락시장역 롯데마트앞,송파구,20,37.4921,127.118
1217,송파파인타운 7단지,송파구,15,37.4793,127.13
1244,문정 법조단지8,송파구,7,37.4815,127.122
1283,오금공원 사거리,송파구,8,37.5055,127.132
1211,방이삼거리,송파구,7,37.5121,127.108
1209,잠실나루역 (2번 출구 쪽),송파구,20,37.5205,127.104
1241,문정 법조단지5,송파구,15,37.4812,127.12
1279,마천금호어울림 1차아파트 건너편,송파구,10,37.4975,127.155
1205,종합운동장역 4번출구,송파구,15,37.5104,127.071
2606,위례동주민센터 맞은편 근린공원,송파구,10,37.4817,127.143
2601,석촌호수 서호사거리,송파구,10,37.5067,127.099
1228,마천사거리,송파구,10,37.4977,127.146
1299,송파소방서 (방이119안전센터),송파구,15,37.5199,127.137
1218,방이역 4번출구,송파구,12,37.509,127.126
1295,잠실역 8번출구,송파구,20,37.514,127.1
1275,거여초등학교 옆,송파구,15,37.5046,127.139
1274,영파여고 앞,송파구,20,37.5328,127.121
1268,몽촌토성역 1번출구 옆,송파구,15,37.5173,127.114
1235,잠실트리지움310동 옆,송파구,15,37.5083,127.088
1265,문정동 근린공원,송파구,10,37.486,127.125
1249,아주중학교건너편,송파구,10,37.5055,127.077
1231,잠실역 6번출구,송파구,10,37.5141,127.099
1289,풍납동 자전거보관소,송파구,10,37.5315,127.111
1262,송파여성문화회관 앞,송파구,10,37.5058,127.11
1201,가락시장역 3번 출구,송파구,10,37.4932,127.119
1259,방이역 1번출구,송파구,15,37.509,127.127
1222,잠실새내역 5번 출구 뒤,송파구,15,37.512,127.085
1246,문정 법조단지10,송파구,30,37.4775,127.126
1286,위례중앙푸르지오 1단지 앞,송파구,10,37.4744,127.141
1253,오금역 3번 출구 뒤,송파구,10,37.5017,127.128
1215,올림픽공원역 1번출구 앞,송파구,15,37.5166,127.132
1243,문정 법조단지7,송파구,20,37.4845,127.12
1282,송파소방서 맞은편(성내4교),송파구,10,37.4999,127.141
1207,마천CU우방점 앞,송파구,10,37.4998,127.153
1208,풍납현대아파트쉼터,송파구,20,37.5297,127.12
1240,문정 법조단지4,송파구,10,37.4806,127.119
2604,삼표레미콘 앞,송파구,10,37.5313,127.111
1239,문정 법조단지3,송파구,20,37.4808,127.118
1278,송파구청 교차로,송파구,10,37.5158,127.107
2605,복정역 1번 출구 앞,송파구,15,37.4713,127.127
1227,거여역 8번출구 뒤,송파구,10,37.4931,127.144
1297,석촌호수교차로(동호 팔각정 앞),송파구,10,37.5092,127.104
2617,가락삼환아파트 앞,송파구,15,37.4962,127.138
1210,롯데월드타워(잠실역2번출구 쪽),송파구,30,37.5131,127.101
1293,석촌호교차로 (스타벅스 앞),송파구,10,37.5066,127.097
1250,정2동 주민센터,송파구,10,37.49,127.111
1290,위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,송파구,10,37.4747,127.138
1267,올림픽공원 남2문 앞,송파구,15,37.5142,127.123
1233,잠실3거리(갤러리아팰리스),송파구,9,37.5105,127.093
1264,천호역 10번 출구 앞,송파구,8,37.5386,127.123
1248,방이초등학교,송파구,20,37.514,127.122
1229,송파체육문화회관 앞,송파구,15,37.4907,127.143
1288,문정중교 사거리,송파구,15,37.488,127.131
1258,가락미륭아파트 앞,송파구,10,37.4932,127.129
1220,잠실본동주민센터뒤 잠실근린공원,송파구,15,37.5057,127.084
1245,문정 법조단지9,송파구,10,37.4795,127.125
1285,위례별 유치원 뒤,송파구,15,37.4775,127.145
1251,석촌역 2번출구,송파구,10,37.5059,127.108
1214,오금역 7번 출구 인근,송파구,10,37.5026,127.128
1213,백토공원 앞,송파구,20,37.5077,127.133
1242,문정 법조단지6,송파구,15,37.4821,127.12
725,양강중학교앞 교차로,양천구,15,37.5243,126.851
731,서울시 도로환경관리센터,양천구,10,37.5299,126.877
722,LG전자베스트샵 신정점,양천구,10,37.5214,126.857
713,양서중학교 옆,양천구,20,37.533,126.83
760,잣절보도육교 아래,양천구,10,37.5068,126.844
711,신일해피트리아파트 앞,양천구,20,37.5171,126.848
708,서울출입국관리사무소 앞,양천구,16,37.519,126.87
745,강서초등학교,양천구,10,37.5223,126.84
